date,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,yr_built,yr_renovated,lat,long,price
2015-04-07,3,2.5,2017,3207.6012852795784,2,0,4,2,9,1966,1995,47.54887497790048,-122.05949686052016,738508
2015-04-08,2,3.0,1650,2124.851782254305,2,0,0,3,7,1999,2009,47.601045733290235,-122.33378368207077,625589
2015-04-09,3,3.0,2106,3450.4021470228777,2,0,1,4,12,1981,0,47.66640975297499,-122.10745841128904,835105
2015-04-10,4,1.75,1943,3037.884128840003,1,1,1,4,6,1971,0,47.67258387845642,-122.1902202422111,757308
2015-04-11,4,3.25,1889,3542.7924234361076,2,0,2,2,7,2004,1994,47.53926290003731,-122.00763737668395,767994
2015-04-12,4,1.0,2307,2949.4212110954013,1,0,3,1,8,2006,2002,47.63727065430219,-122.17886785756305,864417
2015-04-13,3,3.0,2378,3782.429939070231,1,0,0,4,7,1962,2009,47.580484658661845,-122.38999393924367,862631
2015-04-14,5,3.0,1734,2288.947507663495,1,0,2,3,6,1996,2004,47.752607265419485,-122.15844880415037,699756
2015-04-15,3,1.75,1712,2499.076149468626,2,1,4,3,12,2011,1996,47.594072539619205,-122.34187341746535,801465
2015-04-16,2,3.5,1862,3332.767102476866,1,0,3,2,12,2003,0,47.751611357360154,-122.08058363388717,805735
2015-04-17,5,1.75,849,1342.1115134672661,1,0,2,3,6,1978,1993,47.62856938378054,-122.05737272140404,403461
2015-04-18,4,3.25,1242,1863.8826001208363,1,0,0,1,8,1971,0,47.717975729747934,-122.20716259248212,526146
2015-04-19,3,2.25,2683,4066.3038843227237,2,0,1,4,6,2014,0,47.65301806856324,-122.08671141717909,973789
2015-04-20,4,3.25,2822,4423.647024353355,2,0,4,3,8,1978,0,47.686588787239295,-122.34195570580737,1025900
2015-04-21,4,1.25,1875,3427.524815755585,2,0,0,3,8,1997,2000,47.618606953258414,-122.20316872538575,743604
2015-04-22,2,3.0,2288,4378.471814636205,1,0,3,4,6,1954,0,47.730462030342245,-122.24242229412377,741157
2015-04-23,5,1.0,2155,4232.996999532772,2,0,3,2,10,1984,1998,47.6275568150721,-122.15547304517877,795906
2015-04-24,2,1.75,3539,6474.680867165992,1,1,1,3,12,1995,1995,47.637238493975744,-122.38220912447873,1274345
2015-04-25,2,2.5,2559,3716.5009969753314,1,0,1,2,8,1984,2009,47.65530360046929,-122.09915086470055,895732
2015-04-26,2,2.25,1936,3388.9830327868362,2,0,4,2,6,1994,2008,47.74954723551579,-122.36834828421013,745802
2015-04-27,4,1.75,1522,2359.2255638498455,1,1,4,3,10,1962,1991,47.69781367858044,-122.13741139298794,666061
2015-04-28,2,3.0,1196,1678.8688511736618,2,0,1,1,12,1959,0,47.60474811596973,-122.39261710978403,512561
2015-04-29,2,1.0,2101,3934.536950699091,1,0,1,2,8,1974,2006,47.70109589019446,-122.06724477449731,730197
2015-04-30,5,1.5,1621,1995.0312893343428,2,0,3,3,12,1993,2003,47.69272797190257,-122.33012014791049,751889
2015-05-01,5,3.5,1288,2474.7755566963406,1,1,1,2,10,2009,2011,47.779305782763906,-122.1938010096092,646800
2015-05-02,2,3.5,1676,2629.9489845688436,1,0,2,4,12,1996,2002,47.7524249308076,-122.29540283850896,682639
2015-05-03,5,3.75,1459,2494.5415637306246,1,0,0,1,9,1989,2011,47.69423407712537,-122.11094111917558,650330
2015-05-04,5,3.0,2843,4911.234560664832,1,0,1,1,11,1956,2009,47.60245213320521,-122.27145955992411,1014620
2015-05-05,2,1.0,2440,4675.269829859159,1,0,4,4,9,1995,2012,47.73387293465838,-122.11015632256468,895166
2015-05-06,4,1.5,1996,3411.8341484845964,2,0,2,4,10,1972,2007,47.67256248791884,-122.28605151726582,750376
2015-05-07,2,2.25,2739,4632.0512709262475,1,0,4,2,8,1995,2003,47.79558099643027,-122.0990107636257,1010193
2015-05-08,5,1.5,2038,2554.2694869301486,2,0,2,4,6,1962,2002,47.57425183857094,-122.38775780146524,708414
2015-05-09,4,3.75,1569,2533.50574914562,2,0,1,1,7,1970,0,47.52389675227926,-122.28667546585046,560966
2015-05-10,3,2.5,2761,3644.8932890046817,2,1,0,4,6,1950,1994,47.520967543566385,-122.2005465974239,991714
2015-05-11,4,3.5,2269,4061.3897769832406,1,0,4,3,12,1968,2002,47.6920091165055,-122.38197616723211,911149
2015-05-12,5,1.75,1481,2384.0805317788568,1,0,2,3,7,2009,1990,47.781778068673454,-122.3255863754515,646002
2015-05-13,4,2.5,1904,3320.9229532901636,1,0,3,2,7,1982,1998,47.50057957428745,-122.02618520734352,760944
2015-05-14,2,3.0,1562,1926.4744565927392,2,0,1,1,12,1953,2002,47.71773131408733,-122.00926629392792,608270
2015-05-15,3,2.25,1308,1658.3263655903284,1,0,0,3,12,1952,2012,47.69711955475988,-122.1041000210438,534363
2015-05-16,3,2.5,2463,4367.043603838709,1,0,1,4,8,2001,2003,47.719691257665836,-122.29911997975324,912507
2015-05-17,3,1.75,2954,3715.1497028320646,2,0,3,3,10,1977,1993,47.6066216220287,-122.29579302182562,1057284
2015-05-18,5,3.25,1300,1634.106996875869,2,0,0,3,6,2004,0,47.74614893339736,-122.14168385688197,546506
2015-05-19,5,2.75,2281,2759.2955456086224,2,0,3,2,10,2006,1997,47.513412079425656,-122.35296015336053,917276
2015-05-20,3,2.25,1674,3289.7466726026637,2,0,1,4,9,1965,2007,47.726629330186604,-122.02067624782785,662620
2015-05-21,4,3.25,1756,3143.2517433680127,2,0,2,4,8,1973,0,47.58012158240473,-122.31007484019592,683369
2015-05-22,3,2.5,1703,2524.869718943212,2,0,1,4,8,1990,1990,47.64305133245742,-122.00014574982983,680404
2015-05-23,4,2.0,1568,2253.5742331672345,1,0,1,2,9,1996,1995,47.74679088146716,-122.20170648187901,648337
2015-05-24,4,2.5,2024,2995.0394696044796,2,0,1,4,6,1980,2011,47.58140771055734,-122.09142800440283,725416
2015-05-25,5,3.75,1584,2882.440954712794,1,0,4,4,11,1979,2007,47.555562253493164,-122.39912636219778,721489
2015-05-26,4,3.75,2135,3691.621003708268,1,0,3,3,9,1967,2010,47.70439395560437,-122.04450143809935,797976
2015-05-27,3,3.25,1974,2661.2608407763055,1,0,3,3,6,1993,2000,47.66001846745204,-122.29199918208778,766978
2015-05-28,5,3.25,1880,2517.860440342463,2,0,3,4,7,1976,0,47.65432116062385,-122.13282530218078,756572
2015-05-29,2,1.0,1546,1976.8957395655298,1,0,4,1,12,1975,2004,47.57703085466137,-122.07745788768257,661228
2015-05-30,2,2.5,1711,2957.0223627271916,2,0,2,1,8,2009,2012,47.51046409174601,-122.33434090377641,670746
2015-05-31,5,3.75,2377,4305.931054480853,2,1,1,4,6,1967,2013,47.623080741499514,-122.22299620746831,905626
2015-06-01,3,2.25,2250,3177.083570985007,1,0,2,1,10,2005,0,47.53196784414033,-122.20246562373923,864431
2015-06-02,2,2.0,1511,1838.5182688941675,2,1,4,2,12,1980,1997,47.771796745194756,-122.27515221386432,693781
2015-06-03,2,1.75,2049,2593.4957973273595,1,0,3,3,10,2008,1998,47.51237509704152,-122.20729766810841,765372
2015-06-04,4,3.25,2375,4688.934066205558,1,0,1,2,12,1951,2013,47.62949525625531,-122.27298173693787,876416
2015-06-05,4,3.75,1165,1673.3545326089557,2,0,0,3,8,1988,2013,47.51567367511025,-122.25570090197792,529354
2015-06-06,3,2.0,2271,4122.724614992321,1,0,0,1,9,2010,2001,47.528663162369426,-122.13226752851891,867650
2015-06-07,5,3.0,1668,2835.1510662791293,1,0,2,1,11,2012,0,47.6976600000766,-122.146962692678,766184
2015-06-08,3,2.75,2285,3440.1856612854936,1,0,3,4,9,1967,2001,47.69413337829223,-122.307093709681,851248
2015-06-09,5,2.5,1618,2207.8415921859264,2,0,0,1,6,1966,1999,47.50991565846383,-122.04100684608183,620229
2015-06-10,2,1.75,1097,1422.9287205766952,1,0,2,1,9,1988,0,47.50033944253626,-122.05488458173144,487565
2015-06-11,4,1.25,1186,2006.7243040752767,2,0,4,4,8,2003,2010,47.52364542317284,-122.19636667732402,506538
2015-06-12,3,1.5,2024,3683.0870176087064,2,0,2,4,6,1984,2010,47.72889966931358,-122.2266997029217,713315
2015-06-13,3,2.25,2129,3651.4977246312537,1,0,2,3,7,1960,2000,47.67537294182545,-122.24925760680637,759501
2015-06-14,5,3.75,1547,2512.7019201091584,1,1,2,1,9,2010,0,47.511435473556546,-122.11709283253343,766468
2015-06-15,5,1.5,2319,2860.6279097103716,2,0,1,3,9,1993,0,47.64642910476185,-122.13133357711621,873795
2015-06-16,3,3.25,1169,2308.5307048062677,2,0,2,3,11,1974,2005,47.71360880711633,-122.32152775722481,550043
2015-06-17,5,1.75,1966,3615.417680634315,1,0,2,2,6,1997,2001,47.76068541838024,-122.13141678747986,743487
2015-06-18,3,1.75,1394,1999.355135328916,1,0,1,1,10,1981,1995,47.7802109471977,-122.29902752235918,578985
2015-06-19,3,2.5,1674,3321.176265077373,2,0,1,1,9,1953,0,47.59823216888622,-122.39257666539059,610771
2015-06-20,3,1.75,2023,3401.6851646674236,2,0,4,2,8,1987,1997,47.54074972852398,-122.12031652898506,764553
2015-06-21,2,1.0,1569,2613.8569205817357,2,0,3,3,9,2012,0,47.57107777621943,-122.1420825590157,623841
2015-06-22,5,2.25,1807,3249.8145881833316,2,0,0,1,11,1996,1997,47.73285144761206,-122.23567629505027,768659
2015-06-23,4,3.25,2503,4629.087823671692,2,0,0,3,7,1950,0,47.79144526451269,-122.1897255776322,842844
2015-06-24,4,1.75,1711,2951.787917715361,1,1,2,2,11,1952,2008,47.639918085208116,-122.0211323233177,708574
2015-06-25,5,2.75,2417,3148.085935173684,2,0,4,4,9,2011,1995,47.591605964064335,-122.16191992763783,976770
2015-06-26,3,1.0,1435,2110.331096881684,2,0,2,3,10,2013,1995,47.62875717458801,-122.13684642586539,600896
2015-06-27,4,2.5,2264,4397.745089358541,1,0,0,1,12,1966,2014,47.591443943393536,-122.37443547162034,852223
2015-06-28,4,3.75,2720,3752.7635713722216,1,0,1,4,9,2011,2014,47.576946256962145,-122.33360221572995,1032766
2015-06-29,5,3.75,764,1144.268484969488,2,0,3,3,6,1984,2001,47.678125225722155,-122.27961908943537,406960
2015-06-30,4,2.75,1601,2474.604071674926,2,0,4,3,9,1962,0,47.50472079411206,-122.18424827278875,648374
2015-07-01,3,2.75,2288,3549.886893136725,1,0,1,4,10,1984,2013,47.577865674599494,-122.08936364160667,837778
2015-07-02,5,2.25,1898,3208.2874620596876,2,0,3,4,6,1992,0,47.69841462335349,-122.27150364888458,762805
2015-07-03,3,3.75,2185,4270.496564377749,2,0,4,4,8,1951,2010,47.50961880889204,-122.2574470278085,827901
2015-07-04,4,1.25,1698,2364.556979753275,1,0,4,1,6,2005,2005,47.52496054495268,-122.2975396459305,657177
2015-07-05,4,3.75,2043,2650.1818494262207,2,0,0,1,11,2000,2003,47.588018843435734,-122.29815626828189,831676
2015-07-06,3,2.5,1922,2610.03062520864,1,0,1,3,7,2003,0,47.763341439582696,-122.02045446164207,725531
2015-07-07,2,2.0,2583,4932.341613792435,1,0,4,3,11,1965,2005,47.729465848049585,-122.14581712815244,900035
2015-07-08,4,3.5,2127,3651.3116788140987,1,0,4,2,12,1967,2004,47.506646988824876,-122.33763950258403,889408
2015-07-09,2,2.75,2168,3097.476735256399,1,0,3,1,6,1956,1991,47.65051384500654,-122.1111005687663,742857
2015-07-10,4,3.75,1794,3323.8470468077594,2,0,0,3,8,1994,1997,47.58240624819622,-122.11119154265599,760254
2015-07-11,2,2.75,1756,3317.252570891355,1,0,2,4,9,1985,1992,47.69459369771862,-122.13341192157851,703955
2015-07-12,2,1.5,1783,3347.068052707813,2,0,0,4,6,1990,2013,47.71646616477803,-122.34611182196375,614863
2015-07-13,2,1.75,2197,4251.505275524881,2,0,2,1,11,1991,0,47.75885877313878,-122.23680340661217,820064
2015-07-14,3,2.5,1789,2507.807348072115,2,0,1,4,6,1956,2005,47.642624871131204,-122.35729746780224,658652
2015-07-15,2,3.25,2144,3867.8479161856167,2,0,1,2,6,1964,2014,47.79833502656367,-122.07335179836315,751194
2015-07-16,2,1.0,3037,4763.3267625772505,2,0,4,3,6,2009,1993,47.79399583218613,-122.13793114272883,1088664
2015-07-17,2,3.0,2435,4562.21318102984,1,0,1,3,8,1989,2008,47.76465001734131,-122.19711842529287,871978
2015-07-18,4,2.5,1836,3273.2071066149774,1,0,4,3,10,1986,1999,47.672460848547416,-122.26279380939977,757726
2015-07-19,2,3.25,2600,4735.010688719428,1,0,0,1,10,2004,1994,47.61940193125114,-122.32630021020223,976753
2015-07-20,4,1.5,1795,3096.2483989100188,1,0,1,4,6,2005,2011,47.60931589304194,-122.35742096446677,693067
2015-07-21,2,3.25,980,1315.10415526425,2,0,0,2,8,1993,1994,47.50363742502633,-122.01230375698525,427245
2015-07-22,2,3.75,1495,2445.8521950007384,1,0,0,1,8,2006,2011,47.57475234917271,-122.32014054321759,624431
2015-07-23,3,2.25,1064,2114.9508822832613,2,0,1,3,12,1955,2006,47.715642470484745,-122.37605014931145,481298
2015-07-24,4,2.25,1824,3556.636666632596,2,0,0,2,6,1981,0,47.68108962996792,-122.015333291127,643715
2015-07-25,2,2.25,2009,2480.188828172957,1,0,1,3,11,1967,1999,47.77492665675026,-122.18041930345687,720640
2015-07-26,4,1.0,2838,3779.7955576321137,1,1,1,3,11,1956,0,47.51500668007497,-122.08133730600355,988772
2015-07-27,4,1.25,2163,2823.543469585774,1,0,1,1,7,1957,2000,47.5465829809532,-122.38249366112068,743761
2015-07-28,5,2.75,1890,3365.681623897767,1,1,2,3,6,2013,1999,47.73677313680564,-122.17322165700814,805169
2015-07-29,3,2.75,2414,4476.107029019732,2,0,0,2,7,1956,2013,47.6075522893586,-122.2407160143528,841541
2015-07-30,3,1.75,894,1225.5033291853924,2,0,3,3,11,1990,2002,47.53550360011536,-122.09121422626005,480859
2015-07-31,3,1.25,2117,3397.1121207832175,1,0,1,4,11,1989,1991,47.798935151530024,-122.38462974174438,789572
2015-08-01,5,1.5,2385,4466.0613774453695,2,0,0,3,6,1952,2003,47.736175090800806,-122.23932377257536,808338
2015-08-02,5,1.5,1260,2250.6639571243804,2,0,4,1,7,1966,1994,47.622622311027435,-122.08037063220553,521325
2015-08-03,3,2.75,2571,4200.473484255634,2,0,1,2,7,2001,1998,47.74700424308384,-122.19092109414466,935294
2015-08-04,5,1.0,2169,3627.1713124840626,1,0,1,1,6,1971,1990,47.70418116103574,-122.17998450360056,781070
2015-08-05,5,2.5,1792,2879.185680059179,2,0,3,4,12,1953,2005,47.736992427870945,-122.36113412721362,740122
2015-08-06,5,3.25,2316,3330.4977706035106,1,0,2,3,7,1955,1995,47.74456191326969,-122.34706777755197,866816
2015-08-07,3,3.5,3135,5179.0751580904125,1,0,2,1,12,1987,0,47.525418604987095,-122.12920015785369,1164035
2015-08-08,3,1.75,2090,3659.8162250277514,2,0,1,1,9,1975,2000,47.686891866306425,-122.12998135108404,797403
2015-08-09,3,3.0,2124,4032.7502986306845,2,0,0,1,11,1960,2009,47.50203566589305,-122.00835864229909,794784
2015-08-10,5,3.5,1770,3024.988557234615,1,1,4,1,10,1966,2011,47.51303687389035,-122.11521880477378,783851
2015-08-11,3,3.5,1575,2849.013136674379,2,0,4,4,12,1980,0,47.77119400271675,-122.20270260162663,707424
2015-08-12,5,1.75,2415,3207.258398732235,2,1,0,4,12,1984,2007,47.65826911640704,-122.05706887058658,957291
2015-08-13,2,1.0,1571,2465.2854338507923,1,0,1,3,12,1965,1992,47.720770595760555,-122.35821080567364,618097
2015-08-14,5,3.0,2035,2457.191877078508,1,0,4,3,8,1967,1995,47.751550297132944,-122.2202816716415,784243
2015-08-15,4,2.75,1761,2460.7211843380624,1,0,2,2,7,2011,2002,47.78487603026937,-122.28515635562897,698981
2015-08-16,3,3.25,2239,3988.0382241104144,1,0,0,4,7,1976,0,47.760805854376834,-122.35814487722895,815778
2015-08-17,3,1.5,2166,4317.808283698178,2,0,3,1,8,1984,0,47.644993434609184,-122.09459916611185,776048
2015-08-18,4,1.25,2518,3221.3843638084877,2,0,1,1,7,1994,2009,47.60079109221415,-122.19568318780046,918594
2015-08-19,5,1.5,1744,2652.964869489669,1,0,0,2,8,1984,2010,47.54634797086181,-122.177292512041,676420
2015-08-20,2,3.5,1865,3431.705885299146,1,0,4,1,12,1977,2004,47.62009644474618,-122.23549792483587,775885
2015-08-21,4,2.25,1510,2058.4750466317096,1,0,1,2,6,1958,1999,47.60994807374835,-122.21586510735891,521897
2015-08-22,4,1.75,1777,2921.50876392813,2,0,2,3,9,1964,1994,47.667872452586764,-122.3535930451508,713063
2015-08-23,5,1.75,2188,3908.767996570343,1,0,1,4,12,1970,1993,47.699652822627165,-122.13083287028522,818953
2015-08-24,3,3.5,2378,4025.4507205749646,2,0,1,2,9,2001,0,47.79349764293351,-122.22702105615792,915963
2015-08-25,5,2.75,1538,2076.945633470808,1,0,2,1,11,1984,1992,47.71851585583022,-122.07329297074817,657831
2015-08-26,4,3.5,2434,3612.804832144872,1,0,2,2,12,2000,1992,47.69312455973287,-122.32148511994278,952276
2015-08-27,4,1.75,2677,4890.968485653927,1,0,1,3,10,2004,2012,47.600527730280504,-122.31797796263247,1001722
2015-08-28,3,2.5,2206,3625.298952140183,2,0,2,1,7,1993,2012,47.5103511629495,-122.14169617138772,833069
2015-08-29,3,2.75,2938,3537.891683671262,2,0,0,3,10,2014,1994,47.586437538656405,-122.06159863064104,1053748
2015-08-30,3,1.0,1613,2917.5824767402523,2,0,2,3,6,1974,1995,47.73053437013788,-122.21112086455274,621635
2015-08-31,5,2.25,1377,1691.2989886021671,1,0,2,2,9,1996,2006,47.56158158224114,-122.10921845250677,603729
2015-09-01,3,2.0,1110,1994.211599065334,2,0,1,3,12,2005,2014,47.713656458102236,-122.00026803140277,539378
2015-09-02,4,3.25,2748,3742.733263467258,2,1,0,1,6,1987,2014,47.673933952770824,-122.00389374410842,1014208
2015-09-03,4,1.25,2327,4575.949590590238,1,1,3,3,6,1960,1996,47.55155706092514,-122.10226526287133,839794
2015-09-04,2,1.5,1972,2946.8633292541685,1,0,3,3,7,1964,1997,47.578487441887546,-122.10416540412871,717804
2015-09-05,5,1.25,2139,3126.2453818777212,2,0,4,2,6,1950,0,47.64889108104594,-122.30095244512044,766241
2015-09-06,2,1.0,1437,1895.5617026621783,2,0,2,3,12,1956,2006,47.625512411532355,-122.06658414738249,555998
2015-09-07,4,1.0,3222,4654.125425847578,2,0,2,4,12,1950,1996,47.733569154264025,-122.23795914918115,1140482
2015-09-08,2,2.75,2064,3924.325737930725,2,0,0,2,9,1998,0,47.72032139276297,-122.01520243605327,769546
2015-09-09,4,3.0,2054,4101.976583589093,1,0,3,2,12,1978,0,47.6723723510419,-122.36742892451723,825727
2015-09-10,2,1.75,2362,3530.3576888457405,1,1,4,1,10,1975,2011,47.746682413441874,-122.22566385245091,960380
2015-09-11,3,3.25,2240,3491.9102506705403,1,0,0,1,9,1994,2008,47.66880086220529,-122.17766380492661,807590
2015-09-12,2,3.0,2111,3752.6334004367823,2,0,2,1,7,1961,2012,47.789316776997175,-122.23793751716553,726875
2015-09-13,3,2.25,1604,3061.966425492784,2,0,3,1,9,1981,2013,47.56516722974532,-122.31576832379803,628029
2015-09-14,3,1.0,2235,3742.36326952597,1,0,4,4,8,1969,1990,47.714239598080646,-122.162804604487,816772
2015-09-15,5,2.0,2941,4450.381662672798,1,0,1,2,10,2000,0,47.61098323961634,-122.09763283414995,1060119
2015-09-16,3,1.75,2672,4088.420446998018,2,1,3,3,8,1985,1995,47.58368985832606,-122.14206456159192,1007259
2015-09-17,3,2.25,2796,4911.158670084057,2,0,4,1,8,1950,2014,47.554116242790315,-122.3062204604768,963701
2015-09-18,2,3.0,1744,2097.2901213806895,1,0,0,1,11,1976,2004,47.66575104287846,-122.1073568222526,712505
2015-09-19,4,1.5,1505,2551.9855623016483,1,0,1,1,12,1989,2002,47.56464082982476,-122.29724087758218,678020
2015-09-20,5,3.25,1937,2875.271968979928,1,0,4,3,7,1963,1993,47.56010525543452,-122.32991905483038,775828
2015-09-21,3,3.25,2027,3720.2703923989197,2,0,4,1,6,1955,0,47.79715957152514,-122.12373279382452,711704
2015-09-22,5,2.25,2547,3245.8777277036143,2,0,2,3,8,1982,1994,47.740524225053726,-122.06288510155443,930112
2015-09-23,2,1.75,1153,1926.1577710331953,2,0,3,2,9,2004,0,47.72448304607631,-122.20738422092137,532699
2015-09-24,3,3.5,2764,4380.327254116197,2,0,2,2,6,1968,2001,47.73821818776482,-122.18744328274462,968783
2015-09-25,2,2.25,1920,3290.6120077904293,2,0,1,2,9,1978,1995,47.79067686211562,-122.27890097181151,735794
2015-09-26,5,1.0,1786,2235.8628157972653,2,0,4,4,9,2010,2011,47.67198300662596,-122.20215279395599,775756
2015-09-27,2,1.0,1493,2484.33263570416,1,0,2,3,6,1973,2010,47.56607316322086,-122.34720680079504,579043
2015-09-28,5,3.75,1172,1932.8479496708494,1,0,3,1,6,1972,0,47.75866289222597,-122.0176676681268,501752
2015-09-29,2,1.0,2411,3974.6011901099105,2,0,1,1,12,1959,1993,47.72281921883622,-122.07985573853736,858925
2015-09-30,5,3.25,2036,3426.1607113523055,1,0,0,1,9,2003,2007,47.62429249370025,-122.13281077567113,798734
2015-10-01,4,1.0,1355,2359.2912439533766,2,0,2,1,7,1990,0,47.64207084957239,-122.18472225132624,501484
2015-10-02,2,2.25,1352,2493.0761020547206,1,0,1,4,12,1998,1995,47.62337571954366,-122.08313234550882,606381
2015-10-03,2,3.0,1832,2593.849247419911,2,0,0,1,10,1966,0,47.7789826480687,-122.20209710416569,691868
2015-10-04,4,3.5,2834,5271.352022760237,1,0,2,4,11,2005,2012,47.603059483449485,-122.2800104367382,1071763
2015-10-05,4,1.75,1870,2989.3905006661266,1,0,1,3,10,1994,1998,47.78904528359685,-122.33585030593333,704288
2015-10-06,2,1.75,1248,1574.5349858877162,2,0,1,2,7,1979,2006,47.773081531376185,-122.14096576447928,481967
2015-10-07,4,3.5,1877,2340.320075352759,2,0,2,1,12,1993,2013,47.68915634267445,-122.02822970198939,813222
2015-10-08,3,1.5,1863,2733.7487901846093,1,0,1,2,11,2004,1993,47.67394653193002,-122.33855257859827,767146
2015-10-09,5,2.75,651,1189.9743456796523,1,0,4,3,12,1968,1994,47.61102678402099,-122.32799278197969,405298
2015-10-10,5,1.5,1972,3482.8374426472687,2,0,2,3,6,1978,2000,47.5055015167032,-122.22655758663619,754253
2015-10-11,5,2.25,1884,3449.400474754251,1,0,1,1,11,1951,2006,47.53828695587133,-122.07724026083213,737399
2015-10-12,3,2.0,2348,3789.2381956199188,2,0,0,3,9,1985,2012,47.72626939700486,-122.2824309084114,857664
2015-10-13,4,2.75,2924,4538.513496017484,2,0,0,2,10,1968,2006,47.641462037976446,-122.298434830132,1010578
2015-10-14,4,2.5,2563,3377.936660758565,1,0,4,1,11,1956,1997,47.54495144025639,-122.15201348341486,932398
2015-10-15,2,2.25,1865,2727.6635883850927,2,0,2,4,9,1975,2004,47.57918825623956,-122.18575408725027,691634
2015-10-16,4,1.75,1446,2237.273602789939,1,0,1,1,12,1987,1995,47.7843510699541,-122.37591185422191,615522
2015-10-17,2,2.5,3286,4176.112809541778,1,0,1,2,7,1952,0,47.61013985059308,-122.3674040090763,1106314
2015-10-18,3,1.75,2029,2792.897321640838,2,0,0,1,11,1992,2006,47.77230458356574,-122.1427948079261,763705
2015-10-19,5,2.5,2006,3367.231951913488,1,0,4,1,9,2011,2004,47.591390749688074,-122.21395056034089,850725
2015-10-20,5,3.75,1987,3553.810086394616,2,0,0,2,12,1973,1993,47.662966028310144,-122.01160912336434,796054
2015-10-21,5,2.25,2099,4195.225141131041,2,1,0,1,12,1988,1994,47.50614312500866,-122.12858743570797,890904
2015-10-22,4,3.25,1927,3750.8875115992287,2,1,4,1,12,1993,0,47.65656253311207,-122.39597053520271,868590
2015-10-23,2,2.0,1713,2936.171349443026,1,0,2,2,7,1954,0,47.69108260318319,-122.20759248807981,606440
2015-10-24,2,2.75,1726,2652.859311988455,2,0,1,3,6,2004,0,47.57029152980115,-122.23422082598582,660442
2015-10-25,3,2.0,1983,3388.8317713731403,1,0,2,2,7,1979,2014,47.673681152861604,-122.3573144560025,723910
2015-10-26,4,3.75,1728,3159.6847968341126,2,0,3,1,7,1978,1996,47.69415033161529,-122.03071646565112,710139
2015-10-27,3,3.5,1643,2127.1410893497005,2,0,3,4,10,1975,2003,47.70606582351453,-122.0779954803673,715078
2015-10-28,2,2.5,2053,3136.827790837184,2,0,3,4,12,1975,2004,47.73292099660663,-122.307965636632,793317
2015-10-29,2,1.0,1872,3504.0879029679,1,0,4,2,9,1986,2003,47.59340177287882,-122.2976076964628,741317
2015-10-30,5,2.75,2751,4145.939560614243,1,0,0,4,11,2002,0,47.67033308692956,-122.38719277867223,1018245
2015-10-31,4,3.0,674,1117.153528645699,2,0,2,1,10,1979,2012,47.794473708929374,-122.28131301936838,388780
2015-11-01,2,2.25,2545,4250.698418715436,2,0,1,1,12,1952,1994,47.76944325119955,-122.16615119643465,923241
2015-11-02,5,3.0,2623,3534.7049695756286,1,1,3,2,8,1992,2009,47.78579962842951,-122.23166264464534,1032076
2015-11-03,4,3.0,963,1434.666184248923,1,0,2,1,7,1956,2001,47.61584091955857,-122.01229781451212,431283
2015-11-04,3,3.5,1828,2682.7893086562017,1,0,3,3,8,1998,2014,47.736078431768995,-122.37756793229454,748414
2015-11-05,4,2.0,1814,2214.8166634217323,2,1,3,1,12,1990,1997,47.685969385528104,-122.1634279364404,772530
2015-11-06,4,3.75,1296,1580.282020802557,1,0,1,2,10,2003,2010,47.524820524918674,-122.05667622379718,611401
2015-11-07,2,3.5,1611,3005.0911498893365,2,0,4,3,9,1976,2004,47.74719411674712,-122.20770363503611,642977
2015-11-08,2,2.0,1444,2048.251399680593,1,0,0,3,10,1957,2005,47.703130382907204,-122.39881491177584,517902
2015-11-09,4,3.25,2876,4643.195625362267,2,0,4,4,9,1981,0,47.55967520785458,-122.3028794000695,1069879
2015-11-10,2,2.0,2467,3549.9647920348025,2,0,2,1,9,2013,0,47.52392156722884,-122.27049240973281,923831
2015-11-11,2,3.0,2635,5144.951848703138,2,0,4,2,12,1959,2003,47.7511066391945,-122.01360220217701,1008600
2015-11-12,2,1.0,2360,3321.552280738581,1,0,2,4,6,1962,0,47.52367054884736,-122.03529068726452,758212
2015-11-13,5,1.5,1435,2215.2460210242975,1,0,2,4,12,2012,2004,47.52740615960993,-122.02033179795694,645174
2015-11-14,5,3.75,1737,3297.1459560734024,1,0,0,1,7,1984,1996,47.62822248637129,-122.06969661695321,695637
2015-11-15,4,1.25,2244,4204.239139104655,2,1,1,1,10,2010,2012,47.540439348525844,-122.25934090635444,936435
2015-11-16,2,2.0,1388,1872.247014376506,2,0,0,2,9,2003,1990,47.77410087923281,-122.03764943116153,573243
2015-11-17,5,1.75,2356,4340.022110302955,1,0,4,4,12,1957,2006,47.64108518087897,-122.00732619762518,887490
2015-11-18,4,3.75,1879,2943.5465281444003,2,0,2,2,12,1978,2006,47.67074529419637,-122.25997147509003,818078
2015-11-19,2,3.5,1812,2874.511676974931,2,0,3,4,10,1990,2002,47.77843182684342,-122.29577761360542,740852
2015-11-20,3,2.25,2355,3077.476268031638,2,1,3,4,10,1979,1990,47.65907896769151,-122.18123348288711,934625
2015-11-21,2,3.5,2222,2809.677250854665,1,0,2,4,9,1970,2003,47.60607734378719,-122.32513912296044,795383
2015-11-22,2,2.75,1819,3242.097279508223,2,0,0,1,11,1960,2004,47.739146531744744,-122.38695031143746,701431
2015-11-23,5,1.75,2579,4119.0986495394545,1,0,1,4,8,1951,0,47.63285505924256,-122.02166753155365,903002
